customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
0058-EVZWM,0.3657622517485554,1,High Risk,49.72,Priority 2,78.61,54.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,55,89.8,4959.6,Fiber optic,Bank transfer (automatic),No,Yes,1
5402-HTOTQ,0.46210578889487514,1,High Risk,49.71,Priority 2,35.92,86.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,16,55.3,875.35,DSL,Electronic check,No,No,1
2955-PSXOE,0.5321890000004498,1,High Risk,49.66,Priority 2,11.4,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.2,20.2,No,Bank transfer (automatic),No internet service,No internet service,0
8455-HIRAQ,0.48148642852669893,1,High Risk,49.63,Priority 2,26.96,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,44.45,369.3,DSL,Mailed check,No,No,0
2778-OCLGR,0.5118150143807036,1,High Risk,49.56,Priority 2,27.42,80.0,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,39.1,971.3,DSL,Bank transfer (automatic),No,Yes,1
1357-BIJKI,0.43489518386146403,1,High Risk,49.53,Priority 2,82.75,18.33,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,50,98.25,4858.7,Fiber optic,Electronic check,No,No,1
1816-FLZDK,0.5065067521755883,1,High Risk,49.38,Priority 2,16.46,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,29.15,29.15,DSL,Mailed check,Yes,No,1
3567-PQTSO,0.4050647031607457,1,High Risk,49.37,Priority 2,90.77,15.83,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,53,105.25,5576.3,Fiber optic,Electronic check,No,No,2
3679-XASPY,0.5267181772866143,1,High Risk,49.22,Priority 2,10.98,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.45,19.45,No,Electronic check,No internet service,No internet service,0
9381-NDKME,0.5014547868734295,1,High Risk,49.1,Priority 2,28.06,80.0,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,40.65,933.3,DSL,Credit card (automatic),No,No,1
6583-SZVGP,0.39615556724215173,1,High Risk,49.03,Priority 2,89.04,20.0,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,Two year,48,108.1,5067.45,Fiber optic,Bank transfer (automatic),No,No,2
4667-OHGKG,0.5235412965443984,1,High Risk,49.01,Priority 2,10.9,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.3,19.3,No,Mailed check,No internet service,No internet service,0
2307-FYNNL,0.38484634295222925,1,High Risk,48.97,Priority 2,100.0,5.83,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,Two year,65,109.05,7108.2,Fiber optic,Electronic check,Yes,Yes,3
1493-AMTIE,0.5175699500995472,1,High Risk,48.78,Priority 2,11.4,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.2,20.2,No,Bank transfer (automatic),No internet service,No internet service,0
3594-KADLU,0.484489013024512,1,High Risk,48.74,Priority 2,20.19,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,35.1,101.1,DSL,Mailed check,Yes,Yes,2
6874-SGLHU,0.42210119947561686,1,High Risk,48.46,Priority 2,71.52,35.0,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,30,97.0,3021.3,Fiber optic,Bank transfer (automatic),No,No,1
7251-LJBQN,0.3954656568337897,1,High Risk,48.22,Priority 2,81.98,26.67,Retention call,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,40,103.75,4188.4,Fiber optic,Credit card (automatic),Yes,No,2
1169-WCVAK,0.34579639983378996,1,High Risk,48.18,Priority 2,59.21,84.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,19,88.8,1672.35,Fiber optic,Credit card (automatic),Yes,Yes,3
8450-JOVAH,0.42166566820815615,1,High Risk,48.13,Priority 2,32.34,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,56.7,113.55,DSL,Mailed check,No,Yes,1
7124-UGSUR,0.377964933131266,1,High Risk,47.82,Priority 2,95.05,9.17,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,61,104.4,6405.0,Fiber optic,Credit card (automatic),No,No,2
2480-EJWYP,0.40824219264133504,1,High Risk,47.73,Priority 2,85.94,11.67,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,58,97.8,5458.8,Fiber optic,Bank transfer (automatic),No,No,1
1436-ZMJAN,0.3907590607839523,1,High Risk,47.6,Priority 2,41.63,91.67,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,10,67.8,653.15,DSL,Credit card (automatic),No,No,1
3604-WLABM,0.4226658909303215,1,High Risk,47.53,Priority 2,33.66,91.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,10,54.25,583.0,DSL,Electronic check,Yes,No,2
9481-SFCQY,0.41228791665786296,1,High Risk,47.52,Priority 2,38.14,88.33,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,14,59.8,824.85,DSL,Credit card (automatic),No,No,1
1956-YIFGE,0.4047667331991809,1,High Risk,47.51,Priority 2,67.89,41.67,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,22,100.05,2090.25,Fiber optic,Mailed check,No,No,2
6770-XUAGN,0.49188189627232626,1,High Risk,47.35,Priority 2,11.86,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,21.0,21.0,No,Electronic check,No internet service,No internet service,0
6270-OMFIW,0.4081784345743638,1,High Risk,47.22,Priority 2,84.9,10.0,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,60,94.4,5610.25,Fiber optic,Electronic check,No,No,1
4211-MMAZN,0.4892207272838946,1,High Risk,47.09,Priority 2,11.43,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.25,20.25,No,Mailed check,No internet service,No internet service,0
5140-FOMCQ,0.35088870957872537,1,High Risk,47.07,Priority 2,97.58,10.83,Technical-support outreach,Fiber-optic internet service,No technical-support subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,59,109.15,6557.75,Fiber optic,Credit card (automatic),No,Yes,3
3729-OWRVL,0.3527512780497305,1,High Risk,47.04,Priority 2,100.0,5.83,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,Two year,65,110.35,7246.15,Fiber optic,Electronic check,Yes,Yes,3
2924-KHUVI,0.3826700818302273,1,High Risk,46.91,Priority 2,87.8,13.33,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,56,100.55,5514.95,Fiber optic,Electronic check,No,Yes,1
9700-ISPUP,0.38522759322154265,1,High Risk,46.9,Priority 2,40.14,91.67,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,10,65.5,616.9,DSL,Electronic check,Yes,No,2
3237-AJGEH,0.46175391840354185,1,High Risk,46.8,Priority 2,17.87,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,31.0,95.05,DSL,Mailed check,Yes,No,1
9122-UMROB,0.48401613991288284,1,High Risk,46.78,Priority 2,11.46,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.3,20.3,No,Mailed check,No internet service,No internet service,0
0471-ARVMX,0.3640332825826957,1,High Risk,46.78,Priority 2,94.77,8.33,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,62,104.85,6312.9,Fiber optic,Electronic check,No,Yes,2
2782-LFZVW,0.39944966339132515,1,High Risk,46.69,Priority 2,36.39,90.83,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,11,58.95,601.6,DSL,Mailed check,No,No,0
2257-BOVXD,0.3776903442485399,1,High Risk,46.62,Priority 2,42.83,88.33,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,14,66.6,979.5,DSL,Credit card (automatic),Yes,No,1
1205-WNWPJ,0.3925619376077073,1,High Risk,46.59,Priority 2,35.63,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,59.5,415.95,DSL,Mailed check,Yes,No,1
6733-LRIZX,0.3517933327838715,1,High Risk,46.5,Priority 2,83.07,30.83,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,Two year,35,108.95,4025.5,Fiber optic,Electronic check,Yes,Yes,3
6704-UTUKK,0.44605067069463683,1,High Risk,46.46,Priority 2,33.29,75.83,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,29,45.9,1332.4,DSL,Electronic check,No,No,0
2798-NYLMZ,0.3550324747672373,1,High Risk,46.43,Priority 2,100.0,0.83,Retention call,Fiber-optic internet service,No additional validated indicator,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,Two year,71,108.55,7616.0,Fiber optic,Credit card (automatic),Yes,Yes,3
4640-UHDOS,0.4020312113647444,1,High Risk,46.36,Priority 2,35.47,89.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,13,55.95,734.35,DSL,Electronic check,No,No,0
4753-PADAS,0.3521070216996385,1,High Risk,46.28,Priority 2,98.13,4.17,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,67,105.7,6816.95,Fiber optic,Bank transfer (automatic),No,No,2
5966-EMAZU,0.33952873922353877,1,High Risk,46.23,Priority 2,99.43,6.67,Retention call,Fiber-optic internet service,No additional validated indicator,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,64,108.5,6880.85,Fiber optic,Mailed check,Yes,Yes,3
7251-XFOIL,0.308514866026272,1,High Risk,46.23,Priority 2,81.37,49.17,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,61,89.2,5500.6,Fiber optic,Mailed check,No,No,1
7426-WEIJX,0.33959850444360506,1,High Risk,46.15,Priority 2,73.08,50.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,60,80.95,4859.1,Fiber optic,Electronic check,No,Yes,1
4003-FUSHP,0.3883156480663702,1,High Risk,46.09,Priority 2,40.66,84.17,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,19,61.55,1093.2,DSL,Credit card (automatic),Yes,No,1
4402-FTBXC,0.30865783825823745,1,High Risk,46.0,Priority 2,76.93,55.0,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,54,89.8,4667.0,Fiber optic,Mailed check,No,Yes,2
5630-AHZIL,0.3680413442897243,1,High Risk,45.97,Priority 2,37.06,97.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,3,64.5,177.4,DSL,Bank transfer (automatic),Yes,Yes,2
6198-PNNSZ,0.3346892907696884,1,High Risk,45.83,Priority 2,95.01,13.33,Technical-support outreach,Fiber-optic internet service,No technical-support subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,56,109.8,6109.65,Fiber optic,Bank transfer (automatic),No,Yes,3
1963-VAUKV,0.46698441131115176,1,High Risk,45.77,Priority 2,11.52,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.4,20.4,No,Mailed check,No internet service,No internet service,0
8620-RJPZN,0.4647403872593299,1,High Risk,45.68,Priority 2,11.69,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.7,20.7,No,Electronic check,No internet service,No internet service,0
9820-RMCQV,0.4083585570685128,1,High Risk,45.63,Priority 2,30.0,90.83,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,11,48.55,501.0,DSL,Credit card (automatic),No,Yes,1
7876-BEUTG,0.410632620591908,1,High Risk,45.61,Priority 2,31.4,87.5,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,48.8,720.1,DSL,Mailed check,No,No,0
0327-WFZSY,0.36562554314858225,1,High Risk,45.53,Priority 2,77.86,27.5,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,39,100.0,3835.55,Fiber optic,Electronic check,No,No,1
5360-LJCNJ,0.343105167389489,1,High Risk,45.4,Priority 2,98.76,0.83,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,Two year,71,105.15,7555.0,Fiber optic,Bank transfer (automatic),No,No,2
3639-XJHKQ,0.37260051211986783,1,High Risk,45.31,Priority 2,41.3,84.17,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,19,60.6,1297.8,DSL,Electronic check,No,Yes,3
1360-XFJMR,0.3279969581773371,1,High Risk,45.31,Priority 2,100.0,4.17,Retention call,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,67,109.7,7344.45,Fiber optic,Credit card (automatic),Yes,No,3
4226-KKDON,0.3528886927862136,1,High Risk,45.23,Priority 2,40.23,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,66.65,520.95,DSL,Electronic check,Yes,No,2
3466-WAESX,0.3494041307555463,1,High Risk,45.17,Priority 2,44.83,86.67,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,16,69.1,1083.7,DSL,Electronic check,No,Yes,2
2770-NSVDG,0.4680098635345327,1,High Risk,45.13,Priority 2,20.2,80.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,29.1,688.0,DSL,Electronic check,No,No,1
2668-TZSPS,0.45607043907468003,1,High Risk,45.13,Priority 2,11.55,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.45,20.45,No,Mailed check,No internet service,No internet service,0
4323-SADQS,0.4293742882571225,1,High Risk,45.11,Priority 2,20.88,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,34.5,279.25,DSL,Electronic check,Yes,Yes,2
2195-VVRJF,0.37735141906768876,1,High Risk,45.1,Priority 2,38.82,85.0,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,59.1,1011.05,DSL,Credit card (automatic),No,Yes,1
5482-NUPNA,0.3623928905482458,1,High Risk,45.07,Priority 2,35.31,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,60.4,272.15,DSL,Mailed check,Yes,Yes,3
7853-WNZSY,0.455913391164732,1,High Risk,45.02,Priority 2,11.15,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.75,19.75,No,Credit card (automatic),No internet service,No internet service,0
5766-ZJYBB,0.45591265002526077,1,High Risk,44.97,Priority 2,10.95,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.4,19.4,No,Mailed check,No internet service,No internet service,0
0431-APWVY,0.38557414154798547,1,High Risk,44.94,Priority 2,65.24,36.67,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,28,90.1,2598.95,Fiber optic,Bank transfer (automatic),No,No,0
9374-YOLBJ,0.45560184360217837,1,High Risk,44.93,Priority 2,10.87,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.25,19.25,No,Electronic check,No internet service,No internet service,0
1217-VASWC,0.3505360496607462,1,High Risk,44.87,Priority 2,80.86,24.17,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,43,100.55,4304.0,Fiber optic,Bank transfer (automatic),No,No,2
8849-GYOKR,0.3241426656905173,1,High Risk,44.84,Priority 2,92.57,15.0,Technical-support outreach,Fiber-optic internet service,No technical-support subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,54,106.55,5763.3,Fiber optic,Bank transfer (automatic),No,Yes,2
0668-OGMHD,0.4588559178050039,1,High Risk,44.79,Priority 2,19.53,82.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,21,28.5,629.35,DSL,Electronic check,No,Yes,1
1174-FGIFN,0.38346166197096443,1,High Risk,44.74,Priority 2,64.93,36.67,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,One year,28,90.45,2509.25,Fiber optic,Electronic check,Yes,No,1
2252-JHJGE,0.3284842601390453,1,High Risk,44.73,Priority 2,94.59,9.17,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,61,104.0,6363.45,Fiber optic,Electronic check,No,Yes,2
1360-JYXKQ,0.3473275277068573,1,High Risk,44.72,Priority 2,86.54,15.0,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,One year,54,99.1,5437.1,Fiber optic,Electronic check,Yes,No,2
1444-VVSGW,0.3244654052421259,1,High Risk,44.72,Priority 2,100.0,1.67,Retention call,Fiber-optic internet service,No additional validated indicator,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,70,115.65,7968.85,Fiber optic,Credit card (automatic),Yes,Yes,4
5949-EBSQK,0.3539421018594529,1,High Risk,44.65,Priority 2,35.66,96.67,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,4,61.45,229.55,DSL,Credit card (automatic),Yes,No,1
9139-WQQDY,0.34279555895641245,1,High Risk,44.56,Priority 2,84.45,19.17,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,49,100.45,4941.8,Fiber optic,Mailed check,No,No,1
3680-CTHUH,0.3006661854943579,1,High Risk,44.54,Priority 2,100.0,10.0,Retention call,Fiber-optic internet service,No additional validated indicator,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,60,116.6,7049.5,Fiber optic,Credit card (automatic),Yes,Yes,4
6898-MDLZW,0.3763480968087766,1,High Risk,44.52,Priority 2,33.75,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,53.75,648.65,DSL,Mailed check,Yes,No,2
4672-FOTSD,0.33993299613885425,1,High Risk,44.48,Priority 2,42.35,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,67.25,832.3,DSL,Electronic check,Yes,Yes,3
1848-LBZHY,0.37950933613829313,1,High Risk,44.43,Priority 2,30.14,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,50.3,355.1,DSL,Bank transfer (automatic),No,Yes,1
4695-VADHF,0.3685628665041827,1,High Risk,44.31,Priority 2,37.78,85.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,57.45,990.85,DSL,Electronic check,No,No,1
1465-LNTLJ,0.34024308914667206,1,High Risk,44.24,Priority 2,39.32,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,64.4,581.7,DSL,Credit card (automatic),Yes,No,2
5236-PERKL,0.30007963387456,1,High Risk,44.14,Priority 2,97.05,12.5,Technical-support outreach,Fiber-optic internet service,No technical-support subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,Two year,57,112.95,6465.0,Fiber optic,Bank transfer (automatic),No,Yes,3
9103-TCIHJ,0.35923668423685756,1,High Risk,43.75,Priority 2,36.28,87.5,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,55.7,899.8,DSL,Mailed check,No,Yes,1
6854-EXGSF,0.3292733817559848,1,High Risk,43.73,Priority 2,39.89,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,65.5,573.15,DSL,Bank transfer (automatic),No,Yes,3
0959-WHOKV,0.33276468206004445,1,High Risk,43.71,Priority 2,79.96,25.0,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,42,99.0,4298.45,Fiber optic,Electronic check,No,Yes,3
