customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,AvgMonthlySpend,SupportServiceCount,actual_churn_flag,predicted_churn_flag,churn_probability,risk_segment,customer_value_proxy,intervention_urgency,retention_priority_score,priority_level,primary_reason,secondary_reason,reason_type,suggested_action,expected_mechanism,suggested_success_metric
2155-AMQRX,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,25-48 Months,53.75535714285714,1,0,0,0.1840244883026432,Medium Risk,39.31,76.67,32.37,Priority 3,Month-to-month contract,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
1087-UDSIH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,0-12 Months,19.916666666666668,0,1,0,0.2462983825895372,Medium Risk,11.3,97.5,32.23,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6776-TLWOI,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,0-12 Months,21.516666666666666,0,1,0,0.24518500544329,Medium Risk,11.46,97.5,32.2,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,49-72 Months,68.31287878787879,3,0,0,0.15798654144513263,Medium Risk,63.53,45.0,32.11,Priority 3,Month-to-month contract,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7666-WKRON,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,25-48 Months,82.09102564102565,2,1,0,0.20198611598773028,Medium Risk,63.31,27.5,32.07,Priority 3,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
9115-YQHGA,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,25-48 Months,52.322500000000005,1,0,0,0.1964572420374213,Medium Risk,40.55,66.67,31.93,Priority 3,Electronic-check payment,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2308-STERM,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,0-12 Months,30.525,0,0,0,0.23840903602918176,Medium Risk,11.19,98.33,31.85,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2408-PSJVE,Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2924.05,25-48 Months,66.45568181818182,3,0,0,0.15641804138320314,Medium Risk,51.35,63.33,31.72,Priority 3,Month-to-month contract,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6900-RBKER,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,49-72 Months,88.03365384615384,1,0,0,0.1680834133481103,Medium Risk,76.22,16.67,31.64,Priority 3,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
5850-BDWCY,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,0-12 Months,20.608333333333334,0,0,0,0.23960607313246043,Medium Risk,12.0,95.0,31.63,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0484-FFVBJ,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,25-48 Months,62.8421875,0,0,0,0.24473003030638216,Medium Risk,47.76,33.33,31.62,Priority 3,No online-security subscription,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,13-24 Months,68.10000000000001,1,1,0,0.22421211913204828,Medium Risk,47.42,41.67,31.56,Priority 3,No online-security subscription,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3442-ZHHCC,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,49-72 Months,73.86764705882354,3,0,0,0.21589896631928837,Medium Risk,71.76,3.33,31.39,Priority 3,No technical-support subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0661-KBKPA,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,49-72 Months,74.38584905660377,2,0,0,0.20435407889635152,Medium Risk,66.6,15.83,31.29,Priority 3,No online-security subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2091-MJTFX,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,25-48 Months,52.05,1,1,0,0.1771717848489331,Medium Risk,37.56,75.0,31.27,Priority 3,Month-to-month contract,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2061-VVFST,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,805.2,25-48 Months,21.762162162162163,0,0,0,0.28309786970241213,Medium Risk,15.51,69.17,31.24,Priority 3,Month-to-month contract,Limited support-service adoption,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4701-MLJPN,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,25-48 Months,55.343548387096774,2,1,0,0.1641559416958565,Medium Risk,40.71,74.17,31.15,Priority 3,Electronic-check payment,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0076-LVEPS,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,25-48 Months,42.84310344827586,4,0,0,0.1950479436961561,Medium Risk,32.27,75.83,31.14,Priority 3,Month-to-month contract,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0440-QEXBZ,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,25-48 Months,48.61590909090909,0,0,0,0.1928432453356133,Medium Risk,40.28,63.33,31.14,Priority 3,Month-to-month contract,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0725-CXOTM,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,25-48 Months,93.00277777777778,3,0,0,0.15346470866582143,Medium Risk,69.29,30.0,31.03,Priority 3,Elevated model probability,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,49-72 Months,83.73942307692307,4,0,0,0.18151260221460264,Medium Risk,70.44,16.67,31.0,Priority 3,Elevated model probability,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,49-72 Months,85.15069444444445,0,0,0,0.17245475068205118,Medium Risk,82.36,0.0,30.94,Priority 3,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4785-QRJHC,Male,1,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,25-48 Months,61.231521739130436,3,1,0,0.2544569520820877,Medium Risk,49.62,21.67,30.92,Priority 3,No online-security subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
8400-WZICQ,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,49-72 Months,56.941818181818185,2,0,0,0.17459690250012783,Medium Risk,49.07,54.17,30.87,Priority 3,Electronic-check payment,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
1530-ZTDOZ,Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,49-72 Months,42.26020408163265,1,0,0,0.22124800660158153,Medium Risk,34.58,59.17,30.8,Priority 3,Month-to-month contract,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,0-12 Months,19.0,0,0,0,0.2194888662865798,Medium Risk,11.39,98.33,30.77,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
9364-YKUVW,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,309.4,13-24 Months,20.626666666666665,0,0,0,0.24014540229613662,Medium Risk,12.84,87.5,30.74,Priority 3,Month-to-month contract,Limited support-service adoption,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
8190-ZTQFB,Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,25-48 Months,50.61219512195122,1,0,0,0.27701693186405046,Medium Risk,40.59,25.83,30.64,Priority 3,Electronic-check payment,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2969-WGHQO,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,69.45,477.05,0-12 Months,68.15,3,0,0,0.19878145969375388,Medium Risk,41.54,54.17,30.44,Priority 3,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7838-LAZFO,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,25-48 Months,79.94444444444444,3,0,0,0.18177405549118683,Medium Risk,64.65,22.5,30.44,Priority 3,No technical-support subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7854-EKTJL,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,0-12 Months,17.925,0,1,0,0.21296508757346358,Medium Risk,11.16,98.33,30.32,Priority 3,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3594-UVONA,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,25-48 Months,88.86,3,1,0,0.1522605375693238,Medium Risk,65.85,30.83,30.22,Priority 3,Elevated model probability,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6682-QJDGB,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,25-48 Months,53.48,2,1,0,0.15653756051899004,Medium Risk,43.13,66.67,30.18,Priority 3,Month-to-month contract,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7191-ADRGF,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,25-48 Months,54.32840909090908,2,0,0,0.2605199605391735,Medium Risk,44.04,23.33,30.14,Priority 3,No online-security subscription,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,25-48 Months,49.163333333333334,1,0,0,0.16220248953952762,Medium Risk,36.39,75.0,30.08,Priority 3,Month-to-month contract,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6164-HXUGH,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,0-12 Months,19.883333333333333,0,0,0,0.21425115197277209,Medium Risk,11.78,95.0,30.05,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
5081-NWSUP,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0-12 Months,68.55499999999999,2,0,0,0.20419070434636216,Medium Risk,40.2,51.67,30.05,Priority 3,Tenure of 12 months or less,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3181-MIZBN,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,13-24 Months,19.5875,0,0,0,0.22885359767556376,Medium Risk,12.83,86.67,29.94,Priority 3,Electronic-check payment,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,0-12 Months,18.416666666666668,0,0,0,0.20782590143427535,Medium Risk,11.27,97.5,29.91,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4701-AHWMW,Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,49-72 Months,54.150909090909096,2,1,0,0.16439136958408457,Medium Risk,47.55,54.17,29.88,Priority 3,Month-to-month contract,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0816-TSPHQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,0-12 Months,22.1,0,0,0,0.2019754022728434,Medium Risk,11.85,98.33,29.83,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7531-GQHME,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,0-12 Months,22.120833333333334,0,0,0,0.21713839032249016,Medium Risk,12.73,90.0,29.71,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
8713-IGZSO,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,0-12 Months,31.0,0,0,0,0.1895282193942467,Medium Risk,14.24,98.33,29.68,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
5566-SOEZD,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,25-48 Months,81.8425925925926,2,0,0,0.16042532810204752,Medium Risk,57.73,37.5,29.68,Priority 3,Fiber-optic internet service,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6838-HVLXG,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,0-12 Months,20.558333333333334,0,0,0,0.21550581430665985,Medium Risk,12.76,90.0,29.62,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,0-12 Months,19.462500000000002,0,1,0,0.21869275088077567,Medium Risk,11.96,90.0,29.61,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
9039-RBEEE,Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,25-48 Months,48.22692307692307,3,1,0,0.16521299947454685,Medium Risk,38.13,67.5,29.57,Priority 3,Month-to-month contract,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6112-KTHFQ,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,13-24 Months,21.484615384615385,0,0,0,0.21528390477342593,Medium Risk,12.39,89.17,29.39,Priority 3,Month-to-month contract,Limited support-service adoption,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,25-48 Months,74.34242424242424,2,0,0,0.17599836640006425,Medium Risk,55.83,32.5,29.39,Priority 3,No technical-support subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4079-VTGLK,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,25-48 Months,72.725,1,0,0,0.17580610972926464,Medium Risk,54.33,35.0,29.38,Priority 3,Electronic-check payment,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,25-48 Months,46.162962962962965,2,0,0,0.2559479886544438,Medium Risk,32.77,37.5,29.17,Priority 3,No online-security subscription,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
0463-WZZKO,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0-12 Months,22.366666666666664,0,0,0,0.1892807435699744,Medium Risk,11.98,97.5,28.98,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,49-72 Months,74.60428571428572,4,0,0,0.1807968794981763,Medium Risk,71.34,1.67,28.93,Priority 3,Elevated model probability,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
5537-UXXVS,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,13-24 Months,18.7625,0,0,0,0.21883862891974323,Medium Risk,12.91,83.33,28.86,Priority 3,Month-to-month contract,Limited support-service adoption,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
1936-CZAKF,Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,49-72 Months,49.18163265306123,1,0,0,0.2584969453648275,Medium Risk,41.56,19.17,28.78,Priority 3,No online-security subscription,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4759-PXTAN,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,49-72 Months,79.5457627118644,2,0,0,0.1538011735905046,Medium Risk,71.66,10.83,28.77,Priority 3,Electronic-check payment,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,49-72 Months,73.26015625,2,0,0,0.17897147139533257,Medium Risk,67.69,6.67,28.66,Priority 3,No technical-support subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,13-24 Months,73.79761904761905,1,0,0,0.15391908620683617,Medium Risk,51.3,42.5,28.44,Priority 3,No technical-support subscription,Limited support-service adoption,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
2428-ZMCTB,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0-12 Months,20.825,0,0,0,0.1924659233690779,Medium Risk,12.23,91.67,28.36,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6968-URWQU,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,25-48 Months,55.608139534883726,0,0,0,0.21973272523286083,Medium Risk,45.19,24.17,28.11,Priority 3,No online-security subscription,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
7750-EYXWZ,Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,0-12 Months,61.94166666666666,3,0,0,0.18148753188520028,Medium Risk,38.15,50.0,27.93,Priority 3,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
8582-KRHPJ,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,49-72 Months,35.648,2,0,0,0.1935185028641286,Medium Risk,29.77,58.33,27.8,Priority 3,Month-to-month contract,No technical-support subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
9565-JSNFM,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,25-48 Months,68.3578947368421,0,1,0,0.16597283407997568,Medium Risk,54.26,28.33,27.77,Priority 3,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
9788-YTFGE,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,147.5,0-12 Months,21.071428571428573,0,0,0,0.17595306930166343,Medium Risk,11.99,94.17,27.68,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
6848-YLDFR,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,49-72 Months,74.15172413793104,2,0,0,0.15389099983607127,Medium Risk,66.67,11.67,27.65,Priority 3,No online-security subscription,No additional validated indicator,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,0-12 Months,21.225,0,0,0,0.166059458485435,Medium Risk,11.67,98.33,27.63,Priority 3,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Targeted retention email,Use a lower-cost channel to test engagement before direct outreach.,Email engagement and 90-day retained rate
